text,label
"ඡයාගේ කතාව මල්, මේ ඔක්කොම තමන්ගේ වාසියට විතරයි",disgust
මොන පිස්සු විකාරද මේ. හාමුදුරුවරු දේශපාලන වාසි ලබා ගන්න හදනවද?,disgust
හාමුදුරුවෝ හරියට පොත කියවල නැද්ද ?,surprise
අපේ මිනිස්සුන්ට බඩගින්නේ හිටියත් කමක් නැහැ ඉඳලා හිටලා හරි පොඩි විනෝදයක් තියෙනවා නම්,disgust
ඔබට සුභ අනාගතයක්!,joy
මම ඔහුට හදවතින්ම සුභ පතනවා!,joy
රටේ මිනිස්සු බඩගින්නේ දගලනවා මේහේ ජෝගි නටනවා,disgust
මමත් එයාට කෙටි පණිවුඩ යවලා කැමැත්ත පළකළා. මටත් ඇත්තෙන්ම සතුටුයි,joy
"මේ පේනවනේ, හොදට බලන්න මේක තමයි සත්‍ය බඩට කන්න නැතත් ලෙඩට බේත් නැතත් මේ වගෙ විකාරවලට මොන තරම් මිනිස්සු ඉන්නවද?",disgust
මේවා තරු විදිහට දකින්නේ ජිවිතේට තරු නොදැකපු අන්දයෝ,disgust
ඇමති කෙනෙක් වෙන්න අංකුර ලක්ෂණ තිබෙනවා. යුතුකමෙන් වගකීමෙන් පැන ගිහින් අන්තිමට හැමෝගෙම අනුකම්පාවට ලක් වෙන්න හදනවා.,disgust
මෙතන සමහරු වංචාව සාධාරණීකරණය කරලා තිබෙන හැටි හරි පුදුමයි.,surprise
පහන්ගේ කතාව සංවේදීයි. ඔබෙන් පාසලට ගෞරවයක් මිසක් අවනම්බුවක් වුණේ නැහැනේ පහන්. ඇයි ඔබ ඔබවම අවතක්සේරු කරගන්නේ?,sadness
පවු කියලත් හිතෙනවා,sadness
"පවු! දෑවැද්දටයි, මඟුල් ගෙදරටයි සල්ලි හොයන්න හිතාගෙන කරන්න ඇති",sadness
රටම වනසන මේ ජාවාරම් කාරයන්ට මරණ දඩුවම ලැබිය යුතුයි.,anger
"අයියෝ ජනතාවනි, මගේ රට!",sadness
මොවුන් දෙදෙනා අල්ලලා ඔය කුඩු ඔවුන්ටම පොවලා මොකද වෙන්නේ කියා බලමුද?,anger
මෙහෙම ගියොත් අපේ රට ඉවරයි. නැගිටින්න වෙලාව හරි,sadness
කාන්තාවක් ලෙස මටත් ඔබ ගැන ආඩම්බරයි අක්කේ..(අ)..,joy
ඔබ වැනි දිරිය කාන්තාවන් අපිට ආඩම්බරයක්. සියලු දෙවියන්ගේ පිහිට ආරක්ෂාව ලැබේවා!,joy
"ආදර්ශමත් කාන්තාවක්. ඇයට සුබ පතමි. අපේ කාන්තාවන්ටත් මෙවැනි අවස්ථා දීම ගැන සතුටුයි මොකද වෙනත් රටවල කන්ටේනර්, දුම්රිය වැනි බර වාහනත් කාන්තාවන් පදවනවා.",joy
සහෝදරිය ඔබ ගැන ආඩම්බරයි,joy
මට ඔබ ගැන ආඩම්බරයි,joy
අනේ! අපේ පිරිමි අයට තියෙන රැකියා ටික ගන්න එපා,sadness
නුඹ අපේ රටට වාසනාවක්. අනුරංග මල්ලි සමහර පිරිමි දුර්වලයි ගෑනුන්ට වඩා. සිගරැට් එකක් නොබී අරක්කු ඩිංගක් නොබී අඩුම තරමෙ බුලත්විටක් හරි නොකා වාහනයක් එලවන්න බැරි රියදුරෝ කොච්චර ඉන්නවද අපේ රටේ. ඒ අතින් මෙයා වාසනාවක් නෙමෙයිද රටට. බුදුසරණයි සියළු දෙවි රැකවරණයි.,joy
මීට වඩා හොද දඩුවමක් දෙන්න තිබ්බේ!!,anger
බණ කියලා හික්මවන්න පුළුවන් හොරුන් ඉන්නවද ලංකාවේ?,surprise
පොලිසියට බාරදුන්නා නම් සුලමුල හොයාගන්න තිබුනා.හොරුන්ට නම් කිසිම අනුකම්පාවක් නොදැක්විය යුතුයි.,anger
අනේ මෙහෙමත් හොරු!,disgust
අනේ මෙහෙමත් මිනිසුන් වෙසෙන රටක්!!!,disgust
ආයතන 2 කේම හරක් ඉන්නවා වගේ මට තේරුම් යන විදියට.,anger
මේක මහා මෝඩ වැඩක්,anger
රට සංවර්ධනය කරන්න පළමු මිනිසුන්ගේ මොළය සංවර්ධනය කළ යුතුය.,anger
ඔය වැඩේට නයකත්වය දුන්න ඔක්කොගෙම වැඩ තහනම් කරන්න ඕනේ ලංකාවේ එළිපිට වෙන දේවල් තමයි ඔය අපිට නොපෙනෙන ඔය වගේ දේවල් කොච්චර වෙනවා ඇතිද.,anger
ඔහොම තමයි ඉන්න ඕන.,joy
ඇත්තටම හරි සතුටුය,joy
මේවා කරන අයට දෙන්න ඕන මරණ දඩුවම.,anger
පැපොල් ගස් ටික මොන වරදක් කලාටද අනේ?,sadness
අරාබියේ වගේ අත් දෙකම මුලින්ම කපන්න තියෙන්නේ ආයිත් ජීවිතේටම පිහියක් අල්ලන්න බැරි වෙන්න.,anger
වන සිවුපාවන් වැනි මිනිසුන් මැද කොහොම හොඳින් ඉන්නද?,sadness
ඔය සරුසාර ලැබූ ගස් ටික කපාපු නරුමයාට බොන වතුරත් කන කෑමත් බඩේලිය යන්න ලැබේවා !,anger
මේවා ඵල දෙන්න ඕනේ කරපු අයට,anger
මෙහෙමත් අමන මිනිස්සු,disgust
හිත්පිත් නැති නරුම ක්‍රියාවක්. ගස් මොනවා කළාටද මෙවන් විනාශයක් කළේ? ඉතාම තිරිසන් ක්‍රියාවක්. දැඩි දඩුවම් පමුණුවන්න.,anger
දරුවෝ වගේ ආදරෙන් රැක බලාගත්තු මේ වගාව හානි කළ මේ නරුමයට තමාගේම අඹු දරුවන්ටත් මේ දේ කරන්න බැරිවෙයි කියල හිතන්න අමාරුයි.,anger
"ඉරිසියාව නමැති සුව කල නොහැකි රෝගයෙන් පෙලෙන අයගේ/අයකුගේ ,මහ පොලොව නුහුලන අපරාධ තමා මේවා.",disgust
හෙන ගහන්න ඕනා මේ වගේ අයට,anger
කොහොමද බෞද්ධ සිංහල රටක මිනිස්සුන්ගේ වැඩ,disgust
අනුන්ගේ දුක තමා සමහර අයගේ සතුට,disgust
මේ අපරාදය කරපු අයට පඩිසන් දෙන්න ඕනේ,anger
පවු! අහිසංක මනුස්සයා වගකළ දේවල් වලට දැන් කවුද වගකියන්නේ?‍,sadness
ඇයි මිනිසුන් මෙච්චර නරක?,disgust
කුහක රටේ මොන කතාද? මේ වගේ ඉරිසියාව කුහක කම පිරුණු රටක් මේ ලෝකේ නොපවතීවා,disgust
මීට වැඩිය හොදයි ඒ මනුස්සයව මරල දැම්මනම් (අ) ...,disgust
ලස්සන ෆොටෝ එක,joy
මේකට තමයි කියන්නෙ කොළඹට කිරි ගමට කැකිරි කියලා.පව් අහිංසක දරුවො පාසලකට යනබවක්වත් පෙනෙන්නෙ නැහැ වගෙයි.,sadness
ඒ අය මොනතරම් නම් අසරණද?,sadness
මේ රට රට පාලනය කරන සමහර පාලකයින් කරන වැඩ දැක්කම ස්‍‍භාවධර්මයත් කුපිත වෙනවා. ඉතින් කොහෙද වැස්ස,anger
අනේ මේ ඔක්කොම අසරණ මිනිස්සු. මේ අයට අපි ඔක්කොමල එකතුවෙලා පිහිට වෙන්න බලමු.,sadness
අපේ රටේ ඇති තරම් වතුර තියනවා එකම වරද ඒවා හරි හැටි බෙදා හැරීමේ කලමනා කාරිත්වය නැති වීමයි. අායෙත් රටනම් හදන්න බැරි ගානට විනාශ වෙලා තියෙන්නේ.,sadness
රටේ වාර්තා බැලුවම දුප්පතුන් නැහැ වගේ. එ්ත් මේ අයට ඉන්න තැනක් නැහැ බොන්න වතුර නැහැ මොනවද දේශපලකයෝ කරන්නේ,anger
"පිපාසයට දිය පොදක් ගෙනෙන්න ගව් ගණන් දුරගෙවන මේ ළපටියන්ගේ දෙපතුල් වල දිය පට්ටා ඇවිල්ලා ඇති. හේමන්ත, ඔබේ පැතුම මමත් පතනවා. පළාත් සභා මොනවද කරන්නේ?",anger
"වතුර නැතුව දුක්විඳින මේ දරු දෙන්නා දැක්කම පුදුම වේදනාවක් දැනුනේ. නමුදු අපි කියා කුමක් කරමුද...?වැස්ස වලාහක දෙවියනි, විගසින් වඩිනු මැනේ!",sadness
සතෙකුට වුණත් දරු දුක තේරෙනවා!,sadness
අනේ පව්! හරි දුක හිතෙනවා ෆොටෝ දැක්කම,sadness
බලන හැමෝටම දුකයි,sadness
දරුවෙක් නැතිවුනා කියන්නේ මවකට පුදුම වේදනාවක්. මනුස්සයාට විතරක් නෙමෙයි වඳුරාටත් එහෙමයි,sadness
"මෙය සතර අපායෙන් එකකි. වැදිරිය පැටවකුගේ බර දරාගන දුක් විද අවසානයේ මෙලොවට බිහිකිරීමට වින්ද දුක ගැනයි මට ගොඩක්ම කණගාටු. කිසි දුකක් නැතුව විනෝදයෙන් සිටි වදුරා කල වැඩේ කොතරම් අසාධාරණද? මිනිසුන් අතරත් මෙවැනි පිරිමින් සිටිති. පැටවා මැරී ඇත්තේ පියාගේ පහරදීම් වලින්. ගිය ආත්මේ මේ පිරිමි වදුරා අරක්කු බීල, බීලා මැරුන මිනිහෙක් වෙන්න ඇති.",sadness
සිතුම්ගේ කතාව ඇත්ත. මේ වගේ වඳුරන් මිනිස්සු අතරෙත් ඕන තරම් ඉන්නවා. අන්තිම ෆොටෝ දෙක නම් දැක්කම හරි දුක හිතෙනවා.,sadness
ඇත්තටම දුකයි. හදපු ළමයි දාලා යන මේ කාලේ මේ වගේ දෙයක් අහන්න ලැබීම දුකයි.,sadness
මේ පින්තුර වල බලන්න. ඇසේ කදුළු පුරවාගෙන. බලන්න කොච්චර දුකින්ද ඉන්නේ,sadness
පින්තුර බලන්න දුකයි,sadness
පළමුවන පින්තූරේ නළලට අතගසාගෙන ඉන්න අම්මා දැක්කම හරිම දුකක් හිතට දැනෙනවා,sadness
හදවත සසල කරන ඡායාරූප පෙළක්.අනේ මේ අයට පිහිටක් වෙන්න තියෙනවා නම්....,sadness
"අනේ අපොයි, මේ අපේම මිනිසුන් නේද?",sadness
මේවා දැක්කම පපුව පිච්චිලා යනවා.පවු මේ අහිංසක මිනිස්සු.,sadness
අනේ දෙවියනේ! මේ මඩ වතුර කොහොමද බොන්නේ?,sadness
පවු අහිංසක මිනිස්සු,sadness
කණගාටුදායක පුවතක්,sadness
"දෙවියනි ඔබත් මෙසේනම් ,මා කාටද දුකපවසන්නේ.",sadness
මේ පැතිවල ඉන්න මිනිස්සු හැමදා දුක් විදිනවා. ඒත් ඒ අය තේරුම් ගන්නේ නැහැ දුක් විදින්නේ මේ රටේ පාලකයන් කරන වැරදි වලින් කියා. පව් අසරණ මිනිස්සු,sadness
ගොන් පාර්ට්!,anger
අසරණ අලි පැටියෙක් මැරුණ එක විතරයි අන්තිමට වුණේ.,sadness
මෙතුමාගේ විෂයට අයිති කාරණා ගැන මෙහෙම උනන්දු වීම ගැන සන්තෝෂයි.,joy
ඇමති තුමාගේ හැසිරීම අන්තිමයි,disgust
ගෑණු වැසිකිළියෙන්ම වතුර ගන්නේ එ්කෙන් අමුතු වතුරක් වෙන්න ඇති එන්නේ,disgust
අපොන්සුගේ සහ කමල්ගේ ගෙවල් වල ඇති පිරිසිදුකම ගැන හිතා ගත හැකියි. ඔය ගොල්ලන්ගේ ගෙවල් වල ඉවුම් පිහුම් කරන්නෙත් වැසිකිලියෙන් වතුර අරන්ද ?,disgust
මේ උයපු කෑම එකක් ගෙනිහින් කොන්ත්‍රාත්කරුගේ කටේ ඔබන්න ඕන.,anger
"කුස්සියේ, කක්කුස්සියේ වෙනසක් නැතිව ඇති ආපන ශාලා හිමිකරුට",disgust
මේවා කාටද කියන්නේ,sadness
අහිංසකයෝ පව්,sadness
ඇත්තටම අපේ රටට මොකක්ද සිද්ද වෙන්න යන්නේ?,sadness
"""මෝඩයන් වටා බලය ඒකරාසී කිරීමේ වරදට ජනතාව සහ අනාගත දරු පරම්පරාව දඩුවම් විදිය යුතුමය""",anger
කාලකන්නි දේශපාලනය තියෙනතාක්කල් මේ උතුම් රට විනාශයට පත්වීම වලක්වන්න බෑ. හරිම සෝචනීයයි.,disgust
ලංකාව විනාශය කරා ගමන් කරන කාලය දැන් නොඅඩුව සිදුවෙනවා.මේ සම්බන්ධයෙන් කටක් අරින්න කිසිම කෙනෙක් නැහැ.වැවු හින්දවල නිධන් අරගෙන වැවු පිටිය ගොඩකරලා හොටෙල් හදනවා තවත් කට්ටියක්.අනේ කාලේ වනේ වාසේ.,disgust
අපේ සුබ පැතුම්!,joy
හරිම සතුටුයි. තව තවත් ජයග්‍රහණ ලැබේවා!,joy
සුබ පැතුම් ! මේ ක්‍රීඩකයාට කිසියම් ඇගයීමක් නොපමාව ලැබේවි කියලා අපි හිතනවා.,joy
"හරි සතුටුයි. මේ දක්ෂ තරුණයාට අනුග්‍රහය දක්වා, ඉදිරි ජයග්‍රහණ සඳහා යොමු කිරීම බලධාරීන්ගේ යුතුකමයි.",joy
නිලධාරීන් 148? හිතා ගන්න පුළුවන්.,surprise
උණුසුම් සුභපැතුම්,joy
සුබපැතුම්,joy
අපේ හෘදයාංගම සුබ පැතුම් පුතා! මෙයා විතරයි ලංකාවේ නම තිබ්බේ.,joy
මගෙත් සුබ පැතුම් ඔබට තිළිණ කිරීමට කැමැත්තෙමි.,joy
142 දෙනෙක් ගිහින් මොනවා කරාද? මේ අයගේ වියදම් ඔක්කොම වතුරේ. මේ සල්ලි වලින් මීට වඩා ප්‍රයෝජනවත් වැඩක් කරන්න තිබුනා.,disgust
ක්‍රීඩකයන් තරමටම නිලදාරීන් ! නිවැරදි ඉලක්කයක් නැති බවක් පෙනේ.,surprise
උණුසුම් සුබපැතුම් ඔබට.(අ).,joy
මිතුර උබේ ජයග්‍රහණය ගැන සතුටුයි. ඒ වගේම අපේ පාසැලට ලබා දුන් ගෞරවයත් ගොඩක් වටිනවා.,joy
මේ දරුවාට මොනතරම් බයක් දැනෙන්නට ඇද්ද? ඡායාරූප දැක්කමත් බය හිතෙන තැනක්.,fear
දැක්කහමත් බය හිතෙනවා අපිට නම්,fear
කාලය නාස්ති ක‍රන්න එපා. මෙයාලට දඩුවම් දෙන්න.,anger
මොකක්ද මේ ශාසනයට වෙන්නේ?,sadness
හැමදේකින්ම අද අන්ත අසරණ වෙන්නෙ අහිංසක මිනිස්සු.,sadness
"අනේ ! ඉක්මනට විසඳුමක් ලබාදෙන්න මෙයාලට, ඕක දුරදිග ගෙනයන්නේ නැතුව.අහිංසක ලෙඩ්ඩු අනාථ වෙනවා නැත්තම්.",sadness
හැමදේටම හමුදාවේ මහත්වරු උදවුවට ඉන්න එක ගැන ගොඩක් සන්තෝෂයි,joy
අපේ රටේ තරම් මහජනතාවට රජයේ සේවකයන්ගේ ලොකුකම් බලන්න සිද්ධවෙන තැනක් ලෝකයේ කොහෙවත් නැහැ.,disgust
වැරදි වැඩ හමුවේ එළව එළවා කාපන් බඹරුනේ ..?,anger
දැන් බබරුන්ටත් ලංකාවේ ගෙයක් හදාගන්න තැනක් නැතුව වගේ පේන්නේ. අනේ පව්.,sadness
ජය වේවා!,joy
දීපු අත සපා කන ඊශ්‍රායලය,disgust
මේ පාලම එච්චරටම උසද? හිතනකොටත් බයයි,fear
හරිම සිත්ගන්නා සුළු දසුනක්. නමුත් එහි අනතුරු බව ඊටත් වඩා හදවතට දැනෙනවා.,fear
අහිංසක පින්වතුන් ටිකක්. ඔවුන් මේ දක්වා අපිට අලුත් පාලමක් ඕනෑ කියලා පාර හරස් කර උද්ඝෝෂණය කළාද? නැහැ නේද?,sadness
ජීව ඉන්දියාවේ බල්ලෝ කසාද බදිනවා දකලා තියනවද ? එහෙම උනා කියල අපි බුරුවෝ කසාද බදිනවද ?,disgust
කවුරු ආවත් කරන්නේ ඔය ටිකම තමයි,disgust
ඒ ගැන කතා කරනවානම් අවුරුද්දක් උනත් කතා කරන්න පුළුවන් හිතේ දුකට,sadness
විශිෂ්ට ලිපියකි,joy
මේ අයට ඊලග අත්මේ මොනවා වෙයිද කියල මට හිතාගන්න බැහැ අනේ,disgust
ඇයි දෙවියනේ මෙයාලට හෙන හත වදින් නැත්තේ.,anger
මේවා කියවනකොට අපි අපිටම ගහ ගන්න හිතෙනවා,disgust
ඡන්දෙ දීල මෙයාලව පත්කර ගත්තෙත් අපිම තමයි. මෝඩයෝ එයාලද අපිද?,disgust
මොකුත් කියන්න බයයි මොකක්ද මම සාමාන්‍ය මිනිහෙක් ලංකාවේ,fear
"කෙටියෙන් කියන්න තියෙන්නේ, මහජන මුදල් හොරාකන අයට නම් හොඳක් වෙන්න එපා",anger
හරිම ලස්සන උත්සවයක්!,joy
අත සෝදා ගැනීමට කවදත් දක්ෂ දේශපාලකයිනුත් අපි අතර ඉන්නවනේ!,disgust
හොඳ වැඩක්,joy
සුබ පැතුම්!,joy
හරිම ලස්සනයි. හොඳ දෙයක්,joy
අම්මෝ! හිතට මහා බයහිතෙන පින්තූරත් තියෙනවනේ ...!,fear
හදවතින්ම සුබ පතනවා!,joy
දර්ශන්ට සුබ පැතුම්!,joy
හරිම ලස්සනයි,joy
අගය කළයුතු වැඩක්. සුබ පැතුම්!,joy
කට්ටිය ඔක්කොම එකතැනක දකින්න ලැබීම සතුටක්,joy
අපිට බැරිවුණානේ කියලා දුකහිතෙනවා,sadness
අනේ පවු ඒ නංගී!,sadness
පිස්සු ගැහැණියක්.,anger
අයියෝ මෙහෙමත් පිරිමි!,disgust
මඩ ගෑවෙයි කියල බය ඇති මෙහෙමත් නායකයෝ තමන්ගේ මිනිස්සු එ්මඩට බැහැල ඉන්න කොට මෙයා ඒකෙන් බේරෙන්න හදනවා හමුදාවෙ ඉදගෙනත් මෙයා මෙහෙම තමයි ඉන්න ඇත්තේ,disgust
ඒත් මේ ආධාර ටික අරගෙන ඒ අසරණයින්ට දුන්නා නම් මොකද?,sadness
මය ජාතිවාදී පක්ෂ සිල්යල්ල තහනම් කල යුතුයි.,anger
වෙනම කලාපයක්? අනේ මගේ කට!,disgust
පිස්සුද හැටිද?,anger
සමහරුන්ගේ අදහස් දැක්කහම දුකත් හිතෙනවා මට,sadness
ඔය එක කාන්තාවකටවත් බැරි වුණාද සෙරෙප්පුව ගළවලා කම්මුල හරහා හොඳ පහරක් දෙන්න. මින් ඉදිරියට ඔය වාගේ වැඩ නොකර ඉන්න.,anger
මට එහෙම කළා නම් මම දන්නවා කරන දේ.....,anger
අත කපන්න ඕනේ,anger
හොද වැඩේ.ඔය වගේ අසහන කාරයින්ට ඔහොම වෙලා මදි.,anger
ඇත්තටම හරිම දුකයි.පව් අසරණ සතුන්ට තියෙන මිනිස්ගුණය ඇයි අපි අතර වාසය කරන්න මිනිසාට නොපිහිටියේ ....?,sadness
දනිමි මම..හාම්පුතා මෙලොව හැරගොස් බව...එහෙත් මිනිස් බස නොදන්නා මම මගේ දුක කෙලෙස හඩගා කියන්නද...ඔහුගේ සුවඳ අන් කවරකුට නොදැනුනත්....මේ නිවාස පුරාවට මට දැනෙන බව....,sadness
පව්.......ඇසට කඳුළු එනවා,sadness
හරිම දුක හිතෙනවා,sadness
අනේ! මට ගිහිල්ලා අරගෙන එන්න හිතෙනවා,sadness
අනේ පව් කව්රුහරි පොවන්ඩ ඇති. යාලුවෝ විශ්වාස කරන්ඩ බෑ.,sadness
අපරාදේ වටිනා ජීවිතයක්!,sadness
හැමදාම වන්දි ගෙවන්න වෙන්නේ අහිංසකයෙකුට.,sadness
අපරාදේ අහිංසක ජීවිතය!,sadness
අයියෝ!,sadness
රිය අනතුරක් වුණත් දේශපාලනය අල්ලාගෙන අදහස් දාන අයත් ඉන්නවා.අනේ මන්දා!,disgust
රෝහලට ඇවිල්ල තර්ජනය කරලා .මේවා අල්ලන්න පොලිසියට බැරිනම් මොකටද පොලිසිය,disgust
අනේ රටකට ගිය කලක්! මේකද ප්‍රජාතන්ත්‍රවාදය කියන්නේ?,disgust
අනේ රටකට ගිය කලක්. මේකද ප්‍රජාතන්ත්‍රවාදය කියන්නේ.,disgust
ත්‍රස්තවාදය නැතිකළ ආණ්ඩුවට රටේ නීතිය ක්‍රියාත්මක කිරීමට බැරිවීම සැබවින්ම ඛේදවාචකයකි.,sadness
කෝ දැන් රටේ විනය?,anger
කිසිම කෙළෙහිගුණයක් නැති හැටි?,disgust
මීට වඩා හොදයි හිගා කෑවා නම්.,disgust
අනේ මේ දුක කාට කියන්නද? උසස්වීම් නැත්තේ අපිට විතරයි. උපාධියට මෙච්චර ගැරහුම් මොකද?,sadness
අනේ පව් මේ අය.,sadness
මේ කාන්තාව අගයන්න වටිනා චරිතයක්. ලබන ආත්මයේ ඔහුට නිරෝගී සුව අත්වේවා!,sadness
කිසිම අයකුට මෙවන් දුකක් අැති නොවේවා!,sadness
හද සසලවන දර්ශනයක්. ආධාර කිරීමට ක්‍රමයක් පහදා දෙන්න,sadness
හද කම්පාවෙන දසුනක්,sadness
මේ කාන්තාව අගයන්න වටිනා චරිතයක්. ලබන ආත්මයේ ඔහුට නිරෝගී සුව අත්වේවා! කරුණාකර මොහුට උදවූ කල හැකි ආකාරයක් කියන්න.,sadness
මටත් පුළුවනි පොඩි හරි උදව්වක් කරන්න. සම්බන්ද කරගන්නේ කොහොමද? ප්‍රාර්තනා කරනවා මෙලොව උපන් කිසිම මනුසත්වකුට මෙවන් රෝගබාදයන් නොවේවා.,sadness
උප උපන් ආත්මයක ඔබට මෙවන් දුකක් නොවේවා! නිරෝගී සුවයම ලැබේවා කියා හදවතින්ම ප්‍රාර්ථනා කරනවා.ඔහුට ආධාර කළ හැකි මාර්ගයක් සාදාදෙන්න.,sadness
"මෙම අභීත එඩිතර ලක්පුතුට තම දරුවාද සමඟ දිවි ගමන ගෙනයාමට උරදෙන මෙම එඩිතර ලක් දියණියට ,ජාතියේ ප්‍රණාමය පිදිය යුතු අතර සුබසාධක රජයක්ද කෝටිපතියන් මෙන්ම මහා දානපතියන්ගෙන් සමන්විත අප රටේ මෙවැනි ශෝචනීය දසුන් දැකීමට සිදුවීම මහා නින්දාවකි",sadness
හරිම දුකක් දැනුනා,sadness
හිත ගොඩක් සසල කරවන දසුනක්. ඔබට නිදුක් නිරෝගී සුවය පාර්ථනා කරනවා. අපිට උදව් කරන්න පුළුවන් මගක් කියන්න,sadness
මම මගේ ජීවිතේ දැකපු සබැ අම්ම සහ තාත්ත මේ දන්නා මම හදවතින්ම ප්‍රර්ථනා කරනවා ලබන ආත්මෙදි මෙවන් දුකක් මේ දන්නට අත් නොවේව කියල,sadness
හිත සසල කරවන දසුනක්. ඔබට නිරෝගී සුව ප්‍රර්ථනා කරනවා. දිරිය මාතාවට තව තවත් ශක්තිය ලැබේවා.! අපිට උදව් කරන්න පුළුවන් මගක් කියන්න.,sadness
මම මේ වගේ දෙයක් දැකපු මුල් වතාව මේක. ගොඩක් දුකයි. ලබන ආත්මෙදි මෙවන් දුකක් නොවේවා කියා මම පතමි. මමත් කැමැතියි උදව් කරන්න,sadness
රට බේරාගත් නායකයා ඔබයි. සදා ජය පතමු.!,joy
ඔබට අපගේ ගෞරවාන්විත ආචාරය. ඔබ රට එක්සේසත් කල දුටු ගැමුණු රජු මෙන් ලංකා ඉතිහාසයේ සහ අපගේ හදවතේ සැමදා රැදේවි. ඔබට තෙරුවන් සරණ පතමි.,sadness
ඔබ තුමාට තව අවුරුදු දෙකක් තිබියදීත් හඳහන් කාරයන්ට හසුවී කරගත් දෙය ගැන හරිම කණගාටු දායකයි. ඔබ සීලාචාර ලෙස සමුගැනීම අගය කරමි. ඔබට දීර්ගායුෂ ප්‍රාර්ථනා කරමි.,sadness
වසර 30ක බිහිසුණු යුද්ධය නිමකර මව්වරුන් පියවරුන් සැනසූ ඔබතුමාණන්ට සදා අප ණය ගැතියි. ඔබතුමන්ට සුවෙසත පතන අතර ජනතාව අදට වඩා අගය මතුවට දකීවී. ජනාධිපතිතුමණි.මා කුස උපන් දරුවකු මා හට අහිමිවුණා බදු දුකකි.ඔබතුමන් අප හදවත් තුළ සාදා ජීවමානයි.මා මුදුන් මල් කඩ වු දළදා සමිදු පිහිටයි.,sadness
ඔබ අපට දුටුගැමුණුයි.ඒකීය රටක් අපට දුන් මහාරජාණන් ඔබයි.,joy
හොද නායකයෙක්.,joy
යුද්ධයට නායකත්වය දුන් නායකයාණෙනි අප ණයගැතියි.,sadness
ඔබ නොමැති අඩුව අපට තදින්ම දැනෙනු ඇත. ඔබට සදා ජය. අප සැමදා ඔබ සමගයි.,sadness
මට හරිම දුකයි,sadness
"ජනාදිපති තුමනි, ඔබ නොව පරාජයට පත් උනේ. සිංහල බෞද්ධ අපි. ඔබතුමන්ගෙන් ලැබුන සේවය අමරණීයයි",sadness
ඔබතුමන්ට අපි මෙච්චර ආදරය කළ බව අපේ හිත් වලට දැනුනේ ඔබ නික්ම යන විටයි.,sadness
අනේ මෙහෙමත් විකාර!,sadness
මේ සෙල්ලන් නිසා සංස්කෘතිය විනාශ වෙනවා.,sadness
මේ ගැන කතා කරලා වැඩක් නෑ.,disgust
ඉන්දියාවේ ෆිල්ම් වල තියෙන ඕනෑම ජරාවක් අපේ නංගිලා මල්ලිලා කොපි කරනවා අනවබෝදයෙන්.,disgust
මේ පුවත් කියවන බලදාරින්ගෙන් ඉල්ලා සිටිනවා මෙවන් දේ සංවිදානය කරන මිනිසුන්ට දැඩි ක්‍රියාමාර්ග ගන්නා ලෙස. මෙවන් විකාර අපේ සමාජයෙන් තුරන් කරන්න ක්‍රියාමාර්ග ගන්න.,anger
මේ ඔක්කොම අහුලාගන්නේ රූපවාහිනියෙන්. මෝඩ කොල්ලෝ කෙල්ලන්ට තමා මේවා හරියන්නේ.,disgust
අපිටම කියා තිබෙන ඔය මහා ලොකු සංස්කෘතිය මොකක්ද? සමහරු බොරු බයිලා කිවුවට ආශාව හිත ඇතුළේ. ඊර්ෂ්‍යා කරන්න එපා.,disgust
"මේ වගේ දේවල් 'මාර' වැඩ හැටියට බාර ගන්න තරම් අපේ තරුණ පරපුරේ බොහෝ දෙනෙක් මෝඩයි , බොළඳයි. ඒ තත්වයට අපේ රටේ අධ්‍යාපන ක්‍රමය වග කිව යුතුයි.",disgust
දැන් වෙන්න තිබෙන දේවල් බොහොමයක් සිදුව අවසානයි,sadness
දැන්නම් අපිට මේ කතා ඇතිවෙලා හාමුදුරුවනේ!,disgust
හැබැයි ඒ කාන්තාව හරිම හැඩයි.,joy
ඈයියා ...චික් ......මේකි හෙලුවැල්ලෙන්නේ !!!,disgust
ෂා... හරිම කලාත්මකයි,joy
මේ වගේ චීවර දාරීන් තම බුද්ධාගම විනාස කරනවා.,anger
මොනවද ඇත්තට මේ කියන කතා?,surprise
අනේ අපේ හාමුදුරුවනේ!,sadness
අනේ මගේ කට!,disgust
දැන් ඔය කතා ඇති හාමුදුරුවනේ!,disgust
උතුම් සිවුරට පව්දෙන්න නම් එපා. මේ කළහරිය හොඳටම ඇති,sadness
අනේ හාමුදුරුවනේ ඔය හොදටම ඇති,anger
මේ හාමුදුරු නමක්නම් වෙන්න බෑ.,disgust
සෙනරත්ගෙ අදහස හරි.ඒ්ත් හාමුදුරුවාෙන්ට බැනල පව් පුරවගන්න හොඳ නෑ.හැම දේම අනිත්‍යයිනේ.,disgust
හාමුදුරුවෝ දැනගන හිටියෙම නෑ නේද ඕක වෙන බව?,surprise
